"V1"
BIP_CTRL;Amygdala_r_sum;sfPC_4
BIP_CTRL;FL_sup_fr_G_l_sum;sfPC_1
BIP_CTRL;FL_sup_fr_G_l_sum;sfPC_2
BIP_CTRL;FL_sup_fr_G_r_sum;sfPC_1
BIP_CTRL;FL_sup_fr_G_r_sum;sfPC_2
BIP_CTRL;G_cing_post_l_sum;sfPC_2
BIP_CTRL;G_cing_post_r_sum;sfPC_3
BIP_CTRL;PL_postce_G_l_sum;sfPC_1
BIP_CTRL;PL_postce_G_l_sum;sfPC_2
BIP_CTRL;PL_postce_G_r_sum;sfPC_1
BIP_CTRL;PL_sup_pa_G_l_sum;sfPC_1
BIP_CTRL;PL_sup_pa_G_l_sum;sfPC_2
BIP_CTRL;PL_sup_pa_G_r_sum;sfPC_1
CTRL_SCHZ;Amygdala_l_sum;sfPC_5
CTRL_SCHZ;Amygdala_r_sum;sfPC_4
CTRL_SCHZ;FL_sup_fr_G_l_sum;sfPC_2
CTRL_SCHZ;FL_sup_fr_G_l_sum;sfPC_4
CTRL_SCHZ;FL_sup_fr_G_r_sum;sfPC_2
CTRL_SCHZ;FL_sup_fr_G_r_sum;sfPC_3
CTRL_SCHZ;G_cing_post_l_sum;sfPC_2
CTRL_SCHZ;G_cing_post_r_sum;sfPC_3
CTRL_SCHZ;G_cing_post_r_sum;sfPC_5
CTRL_SCHZ;PL_postce_G_l_sum;sfPC_2
CTRL_SCHZ;PL_postce_G_l_sum;sfPC_4
CTRL_SCHZ;PL_postce_G_r_sum;sfPC_1
CTRL_SCHZ;PL_postce_G_r_sum;sfPC_2
CTRL_SCHZ;PL_postce_G_r_sum;sfPC_3
CTRL_SCHZ;PL_postce_G_r_sum;sfPC_5
CTRL_SCHZ;PL_sup_pa_G_l_sum;sfPC_1
CTRL_SCHZ;PL_sup_pa_G_l_sum;sfPC_2
CTRL_SCHZ;PL_sup_pa_G_l_sum;sfPC_4
CTRL_SCHZ;PL_sup_pa_G_l_sum;sfPC_5
CTRL_SCHZ;PL_sup_pa_G_r_sum;sfPC_2
CTRL_SCHZ;PL_sup_pa_G_r_sum;sfPC_4
BIP_SCHZ;FL_sup_fr_G_l_sum;sfPC_2
BIP_SCHZ;FL_sup_fr_G_r_sum;sfPC_3
BIP_SCHZ;PL_sup_pa_G_r_sum;sfPC_4
